0385505833,388
0679442790,389
0609605925,390
0060191929,391
0743206045,392
0684864843,393
0684867818,394
0743406176,395
0446523569,396
0671042556,397
0679450440,398
0140107649,399
0609606727,400
0446527793,401
0446531332,402
1570717257,403
0385420161,404
0345339711,405
039304016X,406
0399147128,407
0670031046,408
0394574745,409
0316969443,410
0743230051,411
0316693200,412
0684868911,413
0399148582,414
0684864320,415
0451176812,416
0671525794,417
0064407667,418
2253043974,419
0349101779,420
0743222229,421
2253063339,422
0767908473,423
0140622063,424
0375501347,425
0060927240,426
0316776963,427
156341029X,428
0060934719,429
1563899388,430
1563411148,431
0451181379,432
0786889160,433
0345370740,434
0679801146,435
0446300101,436
0425142485,437
0451456548,438
0786886463,439
0345395379,440
0345403339,441
038529929X,442
1573229571,443
0345418778,444
0517201658,445
0743211383,446
039914370X,447
0812521331,448
0451205421,449
0440218535,450
0449207595,451
0590897985,452
0064405052,453
0152162577,454
015216250X,455
0345391802,456
0440219078,457
3404121686,458
3404118960,459
0345356578,460
0345346971,461
0753804700,462
0451155750,463
0786890436,464
0345428544,465
0671694049,466
0449006557,467
0380820447,468
0451454243,469
039914563X,470
0312853238,471
0425161722,472
0385493800,473
067175145X,474
0440211727,475
0380002450,476
0425134350,477
044661162X,478
0671742566,479
0515122408,480
0440222818,481
0451204050,482
038533334X,483
0345404777,484
0451185277,485
0440224829,486
0515134368,487
0380759497,488
0394578791,489
068983571X,490
1551668785,491
0380817144,492
0553212583,493
0446364762,494
0425166619,495
0765341972,496
0064472779,497
0553581279,498
0553561618,499
0312422156,500
0140065172,501
044022165X,502
0399143165,503
0425124347,504
0312282990,505
0425137945,506
042512892X,507
0425113892,508
0394820371,509
0449134482,510
0375821813,511
0812516826,512
0345348036,513
0553568760,514
034538184X,515
0140620125,516
0140620109,517
0375420827,518
0671745530,519
0805062971,520
0671510053,521
1573229385,522
0385334036,523
0060914653,524
0345347536,525
055321313X,526
0060529709,527
0876850867,528
0140274154,529
0679743464,530
0375704027,531
0590484753,532
0590484672,533
0743237188,534
0553586122,535
0553584510,536
0440216842,537
0345443284,538
0553285653,539
0394800133,540
0060972777,541
0156001942,542
0345418018,543
0684801469,544
0375401318,545
0140253602,546
0671789422,547
014016930X,548
0140077022,549
0679732764,550
0553273604,551
0553273914,552
0060256672,553
039592720X,554
0060928336,555
0671003755,556
0553268449,557
0684844729,558
038001503X,559
0440215625,560
0316777730,561
0375501851,562
0877733759,563
0805019367,564
0140070206,565
0140042393,566
067142517X,567
0671726889,568
0446601241,569
0451124340,570
0345384466,571
0446604801,572
0345422392,573
0679734775,574
0425124819,575
0345409469,576
1558747346,577
0373250177,578
0141001771,579
0451523369,580
0786884622,581
0449005569,582
0671027344,583
0786927089,584
006019491X,585
0684819066,586
0375420673,587
0066211611,588
034537522X,589
0345375211,590
0140042520,591
0380789035,592
0345358791,593
0060964049,594
0812551389,595
0345316991,596
0679734058,597
0440206154,598
0345370775,599
0452265347,600
0743457943,601
0373484224,602
0312421001,603
0380789019,604
0380018179,605
067101420X,606
0679457313,607
0394557433,608
0553571656,609
0312169787,610
0786866276,611
0140266771,612
015644450X,613
0679723420,614
0441004016,615
0140620338,616
3257061269,617
3453177622,618
3499108518,619
3518367064,620
3453088433,621
0553572490,622
0349103232,623
0679745653,624
0785268480,625
000649840X,626
0099771519,627
067102535X,628
0876855575,629
0330376136,630
0140272658,631
3442435951,632
0385720920,633
0385498721,634
0380813815,635
0836217632,636
0140099832,637
0385314744,638
0316107417,639
0894803700,640
0590457225,641
0316929190,642
0140390693,643
0439404371,644
0679741011,645
0345307674,646
1573225789,647
0380754843,648
0345368940,649
0553296981,650
0375724575,651
0345285549,652
0345301870,653
0451169530,654
067168390X,655
0385335881,656
0385335482,657
0553258001,658
0375704043,659
0373871279,660
0805063889,661
0553582658,662
051513399X,663
0373218400,664
0374216495,665
0679419152,666
0060192895,667
0826308791,668
0140259198,669
0345435249,670
0441003257,671
0451202503,672
0446606812,673
0671028375,674
0451181468,675
0399149759,676
0345384733,677
0671759361,678
0399146008,679
0060930535,680
0375702709,681
044990928X,682
0671038184,683
0060916508,684
0963270702,685
0552996009,686
0142000663,687
0590112899,688
0590660543,689
0345361792,690
0394404289,691
0345458915,692
038531258X,693
006092988X,694
0140317937,695
0743225406,696
0553256696,697
1400034779,698
038533303X,699
0451163753,700
0786885688,701
0671880187,702
0385247745,703
0345387007,704
037570504X,705
0767902521,706
0553377868,707
0609608444,708
0915811332,709
1558744606,710
080410753X,711
0345325818,712
044023767X,713
014131088X,714
0140244824,715
0743221990,716
0312983212,717
3821807059,718
0385508417,719
0385510438,720
0380723638,721
0385324057,722
0425185710,723
0061030651,724
0553575619,725
031298250X,726
006109594X,727
0671527215,728
0618045996,729
0553377876,730
1558612815,731
014025448X,732
0060934417,733
0671793489,734
0679772677,735
0312983824,736
0449149676,737
0449006344,738
0451191153,739
0440224624,740
0743418174,741
0440214424,742
0451187903,743
0385491050,744
0671036505,745
0553213504,746
0394758285,747
0671004565,748
0345370805,749
0375703055,750
0156006529,751
0446673544,752
0140256369,753
0312243022,754
0316789844,755
0679761837,756
0385490445,757
0345316770,758
0375700757,759
0070212570,760
0385480016,761
0061098361,762
0061093092,763
0679729917,764
0451411013,765
0446611239,766
0553580078,767
0425189414,768
0316781266,769
0486280616,770
0743405978,771
0671032658,772
0373250223,773
0380817683,774
0671000381,775
006101253X,776
0671689231,777
0380814021,778
0373711026,779
0373710992,780
0061098795,781
0375725784,782
0380012774,783
225313922X,784
0142004030,785
0452281784,786
0375704558,787
038533656X,788
0743230213,789
0345436911,790
0452284481,791
0802135196,792
0440217520,793
0679450548,794
0345339703,795
038039586X,796
0670030643,797
0060929596,798
3499232871,799
0440131480,800
0609600745,801
0375707425,802
0440940001,803
0812565959,804
0425163385,805
0743444051,806
0671042262,807
0425157539,808
0553585681,809
0553585118,810
0886777690,811
0743212002,812
3426650754,813
037348397X,814
0380773155,815
3404100263,816
0679731148,817
0786889373,818
2070364283,819
2207252000,820
2070415686,821
2070360423,822
0380600129,823
082176828X,824
0316693324,825
0553283685,826
0743412273,827
8420725927,828
0345367898,829
0553110721,830
0553580272,831
0679452281,832
0393029190,833
0449912558,834
0449300021,835
0684835983,836
0440226430,837
0385721358,838
031231616X,839
089480829X,840
0767912233,841
0894805770,842
0062502174,843
0688177751,844
0345438329,845
0345401123,846
1551669501,847
0375707972,848
0618126988,849
0060094850,850
0142000361,851
0872860175,852
0020518609,853
0345446860,854
0446310492,855
0515090506,856
0399145087,857
0812590244,858
0060192119,859
0836218256,860
0140140352,861
0312990456,862
0316969680,863
881787017X,864
3518368540,865
0141180633,866
0786887842,867
1853260312,868
0140016821,869
0440418569,870
0441005667,871
0312965338,872
0399501487,873
0060514949,874
0425188361,875
0066210151,876
0395177111,877
0375411992,878
3596129389,879
3423620196,880
0425177173,881
0440224764,882
0553572997,883
034543076X,884
0380727501,885
0312423799,886
037542217X,887
0061093106,888
0373218192,889
0515120006,890
0515127396,891
0345433084,892
0345416260,893
0385494785,894
0385486804,895
0385512104,896
0451180208,897
0525237704,898
039914255X,899
0440236673,900
0553295071,901
0316291161,902
0449208397,903
0679771476,904
031215125X,905
0064405176,906
0061056871,907
0883659654,908
0440235162,909
076790382X,910
0425158616,911
0062502182,912
0060175400,913
1573221775,914
0671537458,915
0517573822,916
0743437810,917
0385240406,918
0517149257,919
0743222008,920
0812590236,921
0515127221,922
0425161242,923
0451195922,924
0425169863,925
0345380371,926
0446609323,927
0316690619,928
0446610038,929
0449222276,930
0440224608,931
0451201558,932
0061032077,933
2253004243,934
0679459626,935
0812566629,936
0671001701,937
0553583085,938
0805019375,939
0006550789,940
0385492081,941
0451524829,942
0465090974,943
0684829746,944
0425130215,945
0061000175,946
0312971362,947
0061097659,948
067976402X,949
1558532161,950
0743457358,951
0743456866,952
0440235464,953
0345425707,954
0765342294,955
0451821971,956
0670894494,957
0060394447,958
006093395X,959
0345434692,960
0553131893,961
076790351X,962
0425167313,963
034540288X,964
0786808772,965
0553234609,966
0553258540,967
0802713661,968
0440237688,969
0425167720,970
0609610597,971
0446519960,972
0374281602,973
0060970790,974
0156787334,975
0316182540,976
0553299506,977
0446611611,978
0446604658,979
0553282476,980
0449212602,981
0684867621,982
0345413903,983
0451178033,984
0590634275,985
0061031569,986
3257228007,987
0553582143,988
0743202961,989
0060002492,990
0786866462,991
0679426159,992
0671020315,993
0316569321,994
067169071X,995
0679732241,996
042513301X,997
0515090174,998
0515095826,999
0515111279,1000
1570719586,1001
0385475713,1002
0553375407,1003
0151006903,1004
0679744479,1005
0425115801,1006
0345454073,1007
0312983654,1008
0671024248,1009
0553582933,1010
0671034022,1011
0440208149,1012
0451151259,1013
0375727132,1014
0446607711,1015
0345416880,1016
0312874006,1017
0380771292,1018
0385483503,1019
0060187271,1020
0385497288,1021
038548951X,1022
0679725164,1023
0312278675,1024
0060512806,1025
0060901012,1026
0060972459,1027
0805012478,1028
0060975547,1029
0609806505,1030
0060977507,1031
0812505166,1032
0393312801,1033
0446525804,1034
0446516570,1035
0380752298,1036
0345434773,1037
0515122491,1038
051512902X,1039
0515131091,1040
0140265686,1041
0140257934,1042
0140254544,1043
0446606723,1044
0451524934,1045
0679721819,1046
0345392825,1047
0679745645,1048
0671027123,1049
0375412972,1050
0449225151,1051
8466307982,1052
0345350499,1053
844507119X,1054
0312976275,1055
0767905180,1056
0373242328,1057
0373240228,1058
059035342X,1059
0446529788,1060
0373708351,1061
0451205650,1062
0316089699,1063
1551669404,1064
0140348107,1065
0060506679,1066
0375701427,1067
0553135457,1068
0380014300,1069
0330312367,1070
843760494X,1071
0312281250,1072
0060936363,1073
038082101X,1074
1558747028,1075
0671708635,1076
0375727566,1077
0553377884,1078
0061092088,1079
0425162788,1080
0451208811,1081
2070419878,1082
0345342968,1083
0192860925,1084
0812550706,1085
0553580302,1086
0441102670,1087
0441328008,1088
0441294677,1089
0441104029,1090
0345443683,1091
0345378482,1092
0671758896,1093
0345348109,1094
0451177096,1095
0345422384,1096
0441328091,1097
0684818868,1098
0812513754,1099
0812550307,1100
0812513738,1101
0812511816,1102
0375705090,1103
0312269587,1104
0099244926,1105
0413588106,1106
0812515609,1107
0451183681,1108
3442424623,1109
0425122123,1110
080410882X,1111
1578562325,1112
0385484518,1113
0060951710,1114
0060922532,1115
0786864133,1116
156836010X,1117
0440236703,1118
0671795937,1119
0440224039,1120
076790396X,1121
1592400876,1122
0316779490,1123
0767902513,1124
068815252X,1125
078686351X,1126
0375706410,1127
020530902X,1128
0380810336,1129
1565122798,1130
0140621407,1131
0553274503,1132
1841492086,1133
0345308239,1134
0413537900,1135
0671511424,1136
0425133540,1137
0743469801,1138
0425173755,1139
0451199871,1140
0671822209,1141
0064409430,1142
0425194493,1143
0671722816,1144
0446527289,1145
0743457900,1146
0394830148,1147
0345384350,1148
0060175532,1149
0811200701,1150
0671023373,1151
0679748083,1152
0425175405,1153
0380731851,1154
0749930721,1155
0380776510,1156
880781210X,1157
2070368076,1158
0425185702,1159
0684862719,1160
0552998338,1161
0684859262,1162
0684836491,1163
0345452550,1164
0399147357,1165
0345452534,1166
0316602051,1167
0688156126,1168
0440221420,1169
0553573977,1170
0451197879,1171
0380796090,1172
0446604666,1173
0061015725,1174
0553579754,1175
0425181200,1176
0451163494,1177
0425157164,1178
0449221482,1179
0316154067,1180
0312958455,1181
0515120863,1182
0553279912,1183
0345353145,1184
0553348973,1185
0446516538,1186
0440214041,1187
0679446486,1188
1561706213,1189
0525945040,1190
0743400720,1191
1880032627,1192
0385315287,1193
0440108268,1194
0440204321,1195
044020562X,1196
0140298479,1197
0671777351,1198
067084487X,1199
0062509594,1200
0062513346,1201
0060256664,1202
0786889020,1203
0688149790,1204
0140386645,1205
0345337662,1206
0345351525,1207
0553205587,1208
0449003787,1209
0765347539,1210
0765345048,1211
0385265700,1212
0140376410,1213
0452281296,1214
1573229326,1215
068483376X,1216
0679743243,1217
0385424736,1218
0671617028,1219
0440224772,1220
0345406036,1221
0345421825,1222
0140390839,1223
0380896931,1224
0971942315,1225
0553275860,1226
8432206407,1227
3423105518,1228
843396951X,1229
8440616368,1230
0446605239,1231
0553295977,1232
0380470845,1233
0380715309,1234
0440162041,1235
0671739778,1236
0440212723,1237
0671016768,1238
0786889047,1239
0380720191,1240
0671646575,1241
0060955775,1242
0671721720,1243
0671875965,1244
0451451686,1245
068486780X,1246
0743224574,1247
0671004549,1248
081297106X,1249
0312422601,1250
0802139256,1251
0553565915,1252
055356160X,1253
0345317580,1254
0345335287,1255
0345362276,1256
0812505042,1257
0140022651,1258
0590629808,1259
0590629778,1260
0380570009,1261
0345283929,1262
0929634063,1263
0671695304,1264
0515134384,1265
051512463X,1266
0671751174,1267
0345375580,1268
0590109715,1269
0590629786,1270
0590629794,1271
0439164567,1272
0553295691,1273
0553562754,1274
0515120618,1275
0971766711,1276
0380812029,1277
1551668424,1278
0553583077,1279
0804119740,1280
0821772252,1281
0060009241,1282
0451208293,1283
0060001453,1284
0060002050,1285
1551666766,1286
0061032093,1287
0380812975,1288
0553583905,1289
0743436830,1290
1551668920,1291
0451206754,1292
038081479X,1293
0843949724,1294
0380811065,1295
0440224055,1296
0140255087,1297
0399143335,1298
0441001866,1299
0441000312,1300
0515118249,1301
0385335830,1302
0743262174,1303
0515130389,1304
080411935X,1305
0142004235,1306
0515135062,1307
0689859376,1308
0743412028,1309
3442429439,1310
0061056774,1311
0425169693,1312
0452269571,1313
051513287X,1314
0618002219,1315
0553576399,1316
0451458370,1317
0887307884,1318
0804108447,1319
0671721046,1320
0441117732,1321
055329461X,1322
055357549X,1323
0553373803,1324
0060392452,1325
0451455789,1326
0590353403,1327
0380815931,1328
0312263120,1329
0446532231,1330
0886777844,1331
0875424961,1332
0765341840,1333
0312243359,1334
0385498802,1335
0141002077,1336
0812579569,1337
0449904628,1338
0446674338,1339
0449702545,1340
1550223968,1341
0312291639,1342
014043187X,1343
0425101452,1344
014018869X,1345
2070374637,1346
0375505296,1347
0553348981,1348
0684874350,1349
0446611212,1350
0316168688,1351
0452264790,1352
0425155943,1353
3257229534,1354
0553144286,1355
0440241537,1356
034538475X,1357
055327418X,1358
0345419995,1359
0886777631,1360
0425098648,1361
0425181103,1362
0380718340,1363
0451153553,1364
0142001805,1365
0380014033,1366
0553277839,1367
0375706062,1368
0060981180,1369
0425147622,1370
0451180410,1371
0446360856,1372
0312993560,1373
0380400480,1374
1551666685,1375
0778320227,1376
0553582763,1377
0425188809,1378
0425092178,1379
0345384369,1380
034539657X,1381
0020532105,1382
0425144429,1383
0312305060,1384
0821770594,1385
0440206707,1386
0425144569,1387
0451204948,1388
0486290492,1389
0060175966,1390
0743436741,1391
0330352253,1392
034545104X,1393
0394756827,1394
0399146431,1395
0312876513,1396
0385482388,1397
0767901266,1398
0679733760,1399
0399141146,1400
0375706771,1401
0679722319,1402
0553213601,1403
0679745580,1404
0679741410,1405
0452260116,1406
0812533550,1407
0020442602,1408
0312978367,1409
0061098019,1410
0812517725,1411
0380818191,1412
0399134883,1413
0316037443,1414
0399138749,1415
0451191145,1416
0671510126,1417
0440403278,1418
0060987561,1419
0842314296,1420
0312265867,1421
0373250290,1422
1844262553,1423
3257227809,1424
344244392X,1425
0525945172,1426
3423203668,1427
3423204206,1428
0312150601,1429
0671899619,1430
0061099694,1431
0446603309,1432
0786881852,1433
0345413873,1434
0380726262,1435
0671896768,1436
0064410129,1437
0553801309,1438
0345334302,1439
0345348176,1440
0440400759,1441
0684874318,1442
037570387X,1443
1559029838,1444
0440234948,1445
0671023187,1446
0679746048,1447
0684803143,1448
0446610100,1449
0440216745,1450
0312966970,1451
0345334310,1452
0671876015,1453
0812533666,1454
0679766758,1455
3426620685,1456
0152017984,1457
8477204055,1458
0345426274,1459
0671003518,1460
051512317X,1461
0515114693,1462
0060507403,1463
0679767398,1464
044012929X,1465
0345367421,1466
0060004533,1467
0380002930,1468
0718143043,1469
0486280489,1470
0553562967,1471
0446363170,1472
0804110379,1473
0449003183,1474
0449210952,1475
0312971346,1476
0399147101,1477
0449146383,1478
0446603066,1479
0140280553,1480
0930031067,1481
0060958022,1482
0385474016,1483
0380804700,1484
8806143042,1485
0553210114,1486
0156658992,1487
3548603203,1488
052594527X,1489
3596122279,1490
3404141970,1491
0345338545,1492
0375701044,1493
0316158720,1494
0007154615,1495
0375412824,1496
1558743669,1497
059045367X,1498
0590453661,1499
0441005764,1500
0553582135,1501
0671034065,1502
0451410777,1503
0399147772,1504
0440237416,1505
0439101336,1506
0399147284,1507
039914210X,1508
0380730359,1509
0880381736,1510
0767907817,1511
0385720106,1512
0553208845,1513
0064400581,1514
0571142745,1515
030681188X,1516
0842329218,1517
0684823780,1518
0553574965,1519
0440225698,1520
0440221471,1521
0394541545,1522
0743216458,1523
0061007129,1524
0886773784,1525
0883657635,1526
0425143325,1527
0425180964,1528
0399148019,1529
0140620869,1530
0553801589,1531
0743411250,1532
3499137909,1533
0451521285,1534
0060502258,1535
0395869463,1536
0064407721,1537
0553266055,1538
0802132952,1539
0140089365,1540
038072345X,1541
0671025570,1542
0061020710,1543
0440204887,1544
0345339681,1545
0345272579,1546
0385199570,1547
3423205202,1548
3442541751,1549
3423202947,1550
0374332657,1551
0842321942,1552
0842321934,1553
0141304707,1554
0679866957,1555
044048474X,1556
0140309578,1557
0689817215,1558
3453025423,1559
0517580497,1560
1558744630,1561
0394588169,1562
0316143464,1563
0385336322,1564
038533348X,1565
0553294385,1566
1558746161,1567
0553583867,1568
0553568914,1569
0671721291,1570
0553563521,1571
055357230X,1572
0399142282,1573
0812513711,1574
0671004107,1575
0425173615,1576
0671683993,1577
0425098680,1578
0553245694,1579
0425168700,1580
0020519001,1581
0060973277,1582
0439064872,1583
0679751602,1584
0688127169,1585
0440784743,1586
1573247022,1587
0812580354,1588
1573226106,1589
0553211404,1590
0679447393,1591
0515102652,1592
0312263996,1593
1400032717,1594
1594200106,1595
0553250515,1596
0374100128,1597
0452283868,1598
0061097314,1599
074325547X,1600
1573222453,1601
0140119906,1602
0060987049,1603
0571169341,1604
0060504080,1605
0684853701,1606
0684831546,1607
0345404475,1608
0375404929,1609
0684857820,1610
0140051317,1611
2246567610,1612
0060092645,1613
0451207378,1614
0061031755,1615
0812551583,1616
0743410653,1617
0140124373,1618
1853811262,1619
0450411435,1620
037541309X,1621
1580083412,1622
0743203399,1623
0140018328,1624
0553579606,1625
0061013439,1626
0679459596,1627
0553578901,1628
0446605786,1629
0425193896,1630
0345382846,1631
006099486X,1632
068485080X,1633
0684841347,1634
044652087X,1635
0670855030,1636
0684810387,1637
0440183057,1638
0671769200,1639
0671250671,1640
0553212141,1641
0425118703,1642
0811802981,1643
0380792737,1644
0571200435,1645
0446604763,1646
0060516283,1647
1878424424,1648
0553109839,1649
0140296409,1650
3442442354,1651
0670891576,1652
3442431875,1653
0140259112,1654
0375401598,1655
0684802988,1656
0061000043,1657
0151006725,1658
0394751043,1659
2070388905,1660
0553289411,1661
0553258559,1662
0060011912,1663
044661064X,1664
0553211803,1665
1551666839,1666
0805060200,1667
0312872402,1668
0312872399,1669
0765342987,1670
0451456726,1671
0451456718,1672
0451456734,1673
0571154913,1674
0446530522,1675
0330327917,1676
0060092963,1677
0060517611,1678
002026478X,1679
0345447840,1680
0312977360,1681
0451201507,1682
0553569791,1683
038000772X,1684
044661193X,1685
0446401617,1686
0345428196,1687
0060955406,1688
0380793059,1689
0440419468,1690
0446359866,1691
0446602612,1692
0446612790,1693
0671676253,1694
0446606383,1695
0553213148,1696
0380725584,1697
0679401032,1698
0394580567,1699
0394571029,1700
0440128994,1701
0446365505,1702
002542730X,1703
0804111898,1704
0451203895,1705
0345308999,1706
0345309006,1707
0553272535,1708
0445406488,1709
0451209710,1710
0312865031,1711
0449219631,1712
0425104052,1713
0425181464,1714
0451458125,1715
0553213377,1716
067150987X,1717
0345347951,1718
0553574353,1719
0671721380,1720
0446356018,1721
0399136487,1722
039480001X,1723
0345273303,1724
1857022424,1725
068484477X,1726
0393317552,1727
0684853515,1728
0375504397,1729
0452283205,1730
0316779237,1731
0385421982,1732
0393040135,1733
0875421180,1734
8439709498,1735
0451139739,1736
8807810778,1737
038072975X,1738
014006690X,1739
0226424197,1740
0316085251,1741
0451185560,1742
1853260401,1743
0553250531,1744
0553148001,1745
0671720414,1746
0440213525,1747
0451188462,1748
0441135560,1749
0811807282,1750
8472236552,1751
0060283122,1752
0439136350,1753
0671028367,1754
0440111811,1755
0064400557,1756
0312870582,1757
3453061187,1758
345305136X,1759
0553568728,1760
0553297988,1761
0884046818,1762
0345379802,1763
0886778697,1764
0679448594,1765
0671867172,1766
0061030635,1767
0446613436,1768
0449006530,1769
006109157X,1770
0440221315,1771
0553576011,1772
0345444892,1773
0446527785,1774
185326041X,1775
0312272057,1776
0142003190,1777
042518336X,1778
0613329740,1779
0613325419,1780
0836218353,1781
0836204387,1782
0345441435,1783
0064407055,1784
0553262505,1785
0689710887,1786
0689710879,1787
0020427859,1788
0316107018,1789
0441068804,1790
0141309814,1791
0316096199,1792
8429710329,1793
059045899X,1794
0312272782,1795
1551669307,1796
0609807919,1797
0060532149,1798
081296683X,1799
042515517X,1800
0375713751,1801
0446526479,1802
0684859777,1803
0684859769,1804
0440224845,1805
0671864173,1806
0373079613,1807
0440200989,1808
0671568175,1809
0449221504,1810
0446607193,1811
0671705091,1812
0373484003,1813
0440223237,1814
0399226907,1815
1558747109,1816
0786884142,1817
0767905385,1818
0671793551,1819
0440211263,1820
0553260111,1821
0380775840,1822
0394900014,1823
0553575007,1824
0553563343,1825
0743411439,1826
0553347233,1827
0767900383,1828
0786889055,1829
0380804697,1830
0425178951,1831
0684865742,1832
0385313632,1833
0380772469,1834
0380899361,1835
0671728571,1836
0671034006,1837
0425116840,1838
0882893327,1839
0380817152,1840
0425191184,1841
8495618605,1842
0399142991,1843
0836218221,1844
067988288X,1845
0590251597,1846
0590224735,1847
0141301074,1848
0671016792,1849
0452278902,1850
074343627X,1851
039914465X,1852
1558747699,1853
067102423X,1854
0380797399,1855
0060198524,1856
0345334531,1857
0316316962,1858
0060920432,1859
0399143947,1860
0440237262,1861
014004387X,1862
0486264785,1863
0060809833,1864
0156711427,1865
0553550039,1866
0345390458,1867
0425090787,1868
0553268880,1869
0399145869,1870
0446521582,1871
0151002630,1872
0316666009,1873
